title,url
Classy Regionals 2016,https://www.youtube.com/embed/SoR94f34QF4
"Classy vs. BW, Regionals 2016",https://www.youtube.com/embed/LGxyy20QnP0
Classy 2016 DUI Dance Highlights,https://www.youtube.com/embed/NoWEu1GRuwY
